21
# x y z
-25	0	0
-22.5	0	0
-20	0	0
-17.5	0	0
-15	0	0
-12.5	0	0
-10	0	0
-7.5	0	0
-5	0	0
-2.5	0	0
0	0	0
2.5	0	0
5	0	0
7.5	0	0
10	0	0
12.5	0	0
15	0	0
17.5	0	0
20	0	0
22.5	0	0
25	0	0
171
# a b m n err i ip iperr k r rhoa u valid 
1	2	3	4	1.00003968937214e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-4.71238898038469e+01	0.00000000000000e+00	1.17896819523052e+02	0.00000000000000e+00	1
1	2	4	5	1.00010486637332e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+02	0.00000000000000e+00	1.78866967441348e+02	0.00000000000000e+00	1
1	2	5	6	1.00019370494278e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-4.71238898038469e+02	0.00000000000000e+00	2.42493600445522e+02	0.00000000000000e+00	1
1	2	6	7	1.00030982725968e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076941e+02	0.00000000000000e+00	2.98854092086088e+02	0.00000000000000e+00	1
1	2	7	8	1.00045407678268e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.64933614313463e+03	0.00000000000000e+00	3.63979473460430e+02	0.00000000000000e+00	1
1	2	8	9	1.00062674023534e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.63893782901544e+03	0.00000000000000e+00	4.12583778201670e+02	0.00000000000000e+00	1
1	2	9	10	1.00083503793244e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-3.95840674352312e+03	0.00000000000000e+00	4.71395360800617e+02	0.00000000000000e+00	1
1	2	10	11	1.00107781527148e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-5.65486677646165e+03	0.00000000000000e+00	5.26431258883496e+02	0.00000000000000e+00	1
1	2	11	12	1.00134908393369e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-7.77544181763477e+03	0.00000000000000e+00	5.85288500507558e+02	0.00000000000000e+00	1
1	2	12	13	1.00166012230372e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.03672557568463e+04	0.00000000000000e+00	6.15913180188369e+02	0.00000000000000e+00	1
1	2	13	14	1.00200636007075e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.34774324839000e+04	0.00000000000000e+00	6.81328878909390e+02	0.00000000000000e+00	1
