             f;      Abs(Zm);     Std(Abs);      Phi(Zm);     Std(Phi);       Re(Zm);       Im(Zm);     Time [s]
3.9810700e-001;     4.916995;     2.895687;     2.716441;     0.931199;   3492690693
6.3095700e-001;     4.915189;     2.906163;     2.738362;     0.961594;   3492690699
1.0000000e+000;     4.913366;     2.910257;     2.754110;     0.989278;   3492690704
1.5848930e+000;     4.912146;     2.916922;     2.772190;     1.016077;   3492690708
2.5118860e+000;     4.911799;     2.923088;     2.789744;     1.041803;   3492690711
3.9810720e+000;     4.912345;     2.929675;     2.807582;     1.066908;   3492690714
6.3095730e+000;     4.913025;     2.937629;     2.826542;     1.091870;   3492690716
1.0000000e+001;     4.913671;     2.947466;     2.847064;     1.116703;   3492690718
1.5848932e+001;     4.914437;     2.959205;     2.869029;     1.140872;   3492690720
2.5118864e+001;     4.916297;     2.972899;     2.892417;     1.163889;   3492690722
3.9810717e+001;     4.920332;     2.988341;     2.916824;     1.185331;   3492690724
6.3095734e+001;     4.916266;     2.997791;     2.935020;     1.202364;   3492690725
1.0000000e+002;     4.922440;     3.012998;     2.957441;     1.219676;   3492690727
1.5848932e+002;     4.917617;     3.019289;     2.970810;     1.232138;   3492690729
2.5118864e+002;     4.917827;     3.027505;     2.984977;     1.244215;   3492690731
3.9810717e+002;     4.920370;     3.035947;     2.998451;     1.255526;   3492690733
6.3095734e+002;     4.918050;     3.039880;     3.007058;     1.264390;   3492690734
1.0000000e+003;     4.919833;     3.045772;     3.016689;     1.273359;   3492690736
1.5848932e+003;     4.920271;     3.050075;     3.024222;     1.281111;   3492690738
2.5118864e+003;     4.922138;     3.054887;     3.031619;     1.288489;   3492690740
3.9810717e+003;     4.920428;     3.057199;     3.036019;     1.294237;   3492690742
6.3095734e+003;     4.915363;     3.057164;     3.037680;     1.298454;   3492690743
1.0000000e+004;     4.910610;     3.057056;     3.038926;     1.302159;   3492690745
1.5848932e+004;     4.909857;     3.059191;     3.042104;     1.306421;   3492690747
2.5118864e+004;     4.906450;     3.059590;     3.043314;     1.309700;   3492690749
3.9810717e+004;     4.896517;     3.056533;     3.040881;     1.311420;   3492690751
