32
# x y z
50	0	0
150	0	0
250	0	0
350	0	0
450	0	0
0	50	0
0	150	0
0	250	0
0	350	0
0	450	0
50	500	0
90	500	0
130	500	0
170	500	0
210	500	0
250	500	0
290	500	0
330	500	0
370	500	0
410	500	0
450	500	0
500	50	0
500	90	0
500	130	0
500	170	0
500	210	0
500	250	0
500	290	0
500	330	0
500	370	0
500	410	0
500	450	0
220
# g s a err t valid 
11	1	8.20849986238992e-02	1.08645657718411e-02	7.46984826870704e-02	1
12	1	8.00886506168462e-02	1.02593697315523e-02	7.47849392642545e-02	1
13	1	7.81408547865863e-02	1.05187394631047e-02	7.57359616132797e-02	1
14	1	7.62404303200233e-02	1.04755111745126e-02	7.80702891972507e-02	1
15	1	7.15026102001381e-02	1.03025980201444e-02	8.08368996671422e-02	1
16	1	6.66815224264861e-02	1.02161414429603e-02	8.36899667142178e-02	1
17	1	6.21854981331213e-02	1.02161414429603e-02	8.74940561103186e-02	1
18	1	5.64576443985976e-02	1.02161414429603e-02	9.21627112782605e-02	1
19	1	5.07509151090832e-02	1.06051960402888e-02	9.46699520165997e-02	1
20	1	4.55309409073447e-02	1.01296848657762e-02	9.89927808758051e-02	1
21	1	4.02740478809859e-02	1.00432282885921e-02	1.03747892620931e-01	1
22	1	1.02204823423209e-01	1.03025980201444e-02	8.32576838282972e-02	1
23	1	9.97191512666317e-02	1.12536203691696e-02	8.42951627545065e-02	1
24	1	9.53894715021518e-02	1.09077940604332e-02	8.39493364457701e-02	1
25	1	8.89578039936939e-02	1.05187394631046e-02	8.49003587947953e-02	1
26	1	8.29597938510643e-02	1.03458263087364e-02	8.63701206069252e-02	1
27	1	7.56559280478956e-02	1.00432282885921e-02	8.77534258418709e-02	1
28	1	4.33993588733687e-02	1.04322828859206e-02	9.09523191976830e-02	1
29	1	4.18354327593603e-02	1.02161414429603e-02	9.38053862447586e-02	1
30	1	4.74329168217126e-02	1.04322828859205e-02	9.70907361777547e-02	1
31	1	4.72366053813247e-02	1.02593697315523e-02	1.00721912419487e-01	1
32	1	4.15033755981276e-02	1.00432282885921e-02	1.04526001815588e-01	1
11	2	7.71847938035968e-02	1.02593697315523e-02	5.80988198677214e-02	1
12	2	7.91087581618151e-02	1.04755111745126e-02	5.83581895992738e-02	1
13	2	8.10806806562064e-02	1.05187394631047e-02	6.00873211429560e-02	1
14	2	8.10806806562066e-02	1.05187394631047e-02	6.28539316128474e-02	1
15	2	7.91087581618156e-02	1.03458263087364e-02	6.61392815458436e-02	1
16	2	7.71847938035970e-02	1.01296848657762e-02	6.94246314788397e-02	1
17	2	7.40423323383569e-02	1.02161414429603e-02	7.32287208749406e-02	1
18	2	6.90500029370950e-02	1.02161414429603e-02	7.83296589288030e-02	1
19	2	6.43942830410120e-02	1.02161414429603e-02	8.36035101370337e-02	1
20	2	5.95178998341260e-02	1.03025980201444e-02	8.80127955734233e-02	1
21	2	5.35282833475165e-02	1.01296848657762e-02	9.31137336272857e-02	1
22	2	1.68507266345996e-01	1.03025980201444e-02	8.38628798685860e-02	1
23	2	1.63945439854254e-01	1.10807072148014e-02	8.44680759088748e-02	1
24	2	1.52891362899371e-01	1.11239355033934e-02	8.38628798685860e-02	1
25	2	1.42582610836922e-01	1.08213374832490e-02	8.38628798685860e-02	1
26	2	1.28681097077101e-01	1.09077940604331e-02	8.41222496001383e-02	1
27	2	1.15115853661499e-01	1.02593697315523e-02	8.37764232914019e-02	1
28	2	8.60062638756655e-02	1.04322828859206e-02	8.55055548350841e-02	1
29	2	6.30561334796474e-02	1.04322828859206e-02	8.74075995331345e-02	1
30	2	5.47405078496124e-02	1.06051960402888e-02	8.97419271171054e-02	1
31	2	5.75020545023781e-02	1.03025980201444e-02	9.21627112782605e-02	1
32	2	5.13778792115314e-02	1.01729131543682e-02	9.51886914797043e-02	1
11	3	6.66815224264864e-02	1.00864565771841e-02	4.13262438940042e-02	1
12	3	7.15026102001385e-02	1.02593697315523e-02	4.27960057061341e-02	1
13	3	7.62404303200232e-02	1.04322828859206e-02	4.52167898672892e-02	1
14	3	7.81408547865858e-02	1.03025980201444e-02	4.88479661090217e-02	1
15	3	8.00886506168460e-02	1.01296848657762e-02	5.29978818138590e-02	1
16	3	8.20849986238992e-02	1.00432282885921e-02	5.73207106730644e-02	1
17	3	8.00886506168458e-02	1.01729131543682e-02	6.20758224181905e-02	1
18	3	7.81408547865860e-02	1.02161414429603e-02	6.71767604720529e-02	1
19	3	7.62404303200232e-02	1.03025980201444e-02	7.21912419487312e-02	1
20	3	7.15026102001385e-02	1.00864565771841e-02	7.82432023516189e-02	1
