70
# x  z
0	744.713								
5	744.6248								
10	744.4709								
15	744.0215								
20	743.8154								
25	743.8548								
30	743.5779								
35	743.401								
40	742.8112								
45	742.5075								
50	742.5055								
55	742.5531								
60	742.4533								
65	741.7968								
70	740.4468								
75	739.9195								
80	739.8569								
85	740.0027								
90	738.6866								
95	737.963								
100	736.7548								
105	736.4268								
110	735.3648								
115	735.5538								
120	735.1614								
125	735.0649								
130	733.5467								
135	733.2338								
140	733.0259								
145	730.5301								
150	729.0984								
155	728.5967								
160	728.4706								
165	727.609								
170	725.0754								
175	723.8936								
180	723.6581								
185	723.6902								
190	723.1258								
195	722.4228								
200	721.8694								
205	721.4369								
210	721.3185								
215	720.9787								
220	719.9911								
225	718.2072								
230	715.71								
235	715.4867								
240	715.0151								
245	713.6488								
250	712.3437								
255	710.5033								
260	708.4543								
265	708.2511								
270	707.7162								
275	706.4494								
280	704.6203								
285	703.2407								
290	701.1631								
295	700.0189								
300	697.7517								
305	697.9943								
310	695.3256								
315	693.3329								
320	690.4922								
325	690.5205								
330	690.0031								
335	687.5056								
340	683.8626								
345	681.599
6035
# a b m n err i ip iperr k r rhoa u valid 
1	4	2	3	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	4.00268000000000e+02	0.00000000000000e+00	1
1	5	2	3	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.66784000000000e+02	0.00000000000000e+00	1
1	5	3	4	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	3.64077000000000e+02	0.00000000000000e+00	1
1	6	2	3	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.44846000000000e+02	0.00000000000000e+00	1
1	6	3	4	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	3.10254000000000e+02	0.00000000000000e+00	1
1	6	4	5	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	3.22876000000000e+02	0.00000000000000e+00	1
1	7	2	3	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.41099000000000e+02	0.00000000000000e+00	1
1	7	3	4	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.99234000000000e+02	0.00000000000000e+00	1
1	7	4	5	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	3.23671000000000e+02	0.00000000000000e+00	1
1	7	5	6	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.81240000000000e+02	0.00000000000000e+00	1
