0	733.5	539.189697
0	733.3	602.585815
0	733.1	650.5354
0	732.9	701.795044
0	732.7	625.176208
0	732.5	523.224487
0	732.3	415.830933
0	732.1	432.196533
0	731.9	351.077881
0	731.7	377.749451
0	731.5	338.319275
0	731.3	387.306519
0	731.1	364.29776
0	730.9	412.464111
0	730.7	365.158508
0	730.5	682.393921
0	730.3	3147.526855
0	730.1	3662.907715
0	729.9	3980.95166
0	729.7	2574.623535
0	729.5	232.95282
0	729.3	280.47879
0	729.1	322.475616
0	728.9	273.338867
0	728.7	410.750122
0	728.5	682.057312
0	728.3	2931.411621
0	728.1	1170.713135
0	727.9	2796.598145
0	727.7	378.444427
